时间,国家代码,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
1964,PHI,BOX,0,7702,237,5,9,0.0,0.06666666666666667,0.08333333333333333,0,2,0.13333333333333333,0,1,0
1964,PHI,CRD,0,7702,264,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,PHI,GAR,0,7702,1484,11,14,0.06896551724137931,0.0,0.0,0,4,0.0,0,0,0
1964,PHI,JUD,0,7702,72,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,PHI,SAL,0,7702,225,3,5,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,PHI,SHO,0,7702,312,10,6,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,PHI,SWM,0,7702,736,2,18,0.0,0.0,0.013605442176870748,0,1,0.0,0,0,0
1964,PHI,VBV,0,7702,32,1,1,0.0,0.0,0.09090909090909091,0,0,0.36363636363636365,0,0,0
1964,PHI,WLF,0,7702,149,1,7,0.043478260869565216,0.043478260869565216,0.0,0,1,0.0,0,0,0
1964,PHI,WRF,0,7702,152,4,8,0.0,0.0,0.0,0,0,0.25,0,0,0
1964,PHI,WRG,0,7702,150,4,8,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,POL,ATH,0,7702,1335,49,36,0.050387596899224806,0.04263565891472868,0.027131782945736434,0,19,0.0,5,7,2
1964,POL,BKB,0,7702,189,12,1,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,POL,BOX,0,7702,237,9,9,0.06504065040650407,0.08130081300813008,0.2032520325203252,0,2,0.0,3,1,3
1964,POL,CRD,0,7702,264,8,2,0.0,0.09655172413793103,0.013793103448275862,0,3,0.0,0,0,0
1964,POL,CSP,0,7702,167,10,7,0.0,0.057777777777777775,0.12,0,4,0.0,0,0,0
1964,POL,CTR,0,7702,187,3,5,0.0,0.04081632653061224,0.030612244897959183,0,1,0.0,0,0,0
1964,POL,FEN,0,7702,481,24,8,0.021341463414634148,0.10365853658536585,0.11280487804878049,0,6,0.012195121951219513,1,5,5
1964,POL,GAR,0,7702,1484,84,14,0.0026109660574412533,0.0026109660574412533,0.018276762402088774,0,3,0.0,0,0,0
1964,POL,ROW,0,7702,378,11,7,0.03389830508474576,0.04067796610169491,0.11864406779661017,0,1,0.0,0,0,0
1964,POL,SHO,0,7702,312,7,6,0.024242424242424242,0.01818181818181818,0.030303030303030304,0,2,0.0,0,0,0
1964,POL,VBV,0,7702,32,1,1,0.0,0.0,0.045454545454545456,0,0,0.0,0,0,0
1964,POL,VVO,0,7702,179,10,2,0.09090909090909091,0.0,0.16666666666666666,0,1,0.0,0,0,10
1964,POL,WLF,0,7702,149,7,7,0.04310344827586207,0.05172413793103448,0.1810344827586207,0,0,0.0,1,0,3
1964,POL,WRG,0,7702,150,5,8,0.04040404040404041,0.08080808080808081,0.08080808080808081,0,0,0.0,0,0,0
1964,POR,ATH,0,7702,1335,4,36,0.017921146953405017,0.014336917562724014,0.014336917562724014,0,3,0.02867383512544803,0,0,0
1964,POR,EJP,0,7702,88,2,2,0.0,0.0,0.1590909090909091,0,0,0.0,0,0,0
1964,POR,GAR,0,7702,1484,5,14,0.0,0.0,0.0,0,3,0.0,0,0,0
1964,POR,JUD,0,7702,72,1,4,0.0,0.0,0.05970149253731343,0,1,0.0,0,0,0
1964,POR,SAL,0,7702,225,6,5,0.0,0.02857142857142857,0.02857142857142857,1,0,0.19047619047619047,0,0,0
1964,POR,SHO,0,7702,312,4,6,0.0,0.011494252873563218,0.0,0,0,0.04597701149425287,0,0,0
1964,POR,SWM,0,7702,736,3,18,0.0,0.0,0.0,0,1,0.03076923076923077,0,0,0
1964,PUR,ATH,0,7702,1335,6,36,0.007692307692307693,0.0,0.015384615384615385,0,2,0.03076923076923077,0,0,0
1964,PUR,BKB,0,7702,189,12,1,0.0,0.0,0.0,0,4,0.045454545454545456,0,0,0
1964,PUR,BOX,0,7702,237,1,9,0.0,0.013333333333333334,0.05333333333333334,0,0,0.10666666666666667,0,0,0
1964,PUR,DIV,0,7702,102,2,4,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,PUR,SAL,0,7702,225,1,5,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,PUR,SHO,0,7702,312,3,6,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,PUR,SWM,0,7702,736,16,18,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,PUR,WLF,0,7702,149,4,7,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ROU,ATH,0,7702,1335,14,36,0.03666666666666667,0.04666666666666667,0.03333333333333333,1,3,0.013333333333333334,2,0,1
1964,ROU,BOX,0,7702,237,8,9,0.00980392156862745,0.09803921568627451,0.13725490196078433,0,0,0.0392156862745098,0,0,0
1964,ROU,CRD,0,7702,264,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ROU,CSP,0,7702,167,13,7,0.08947368421052632,0.12631578947368421,0.12631578947368421,0,1,0.0,0,2,7
1964,ROU,FBL,0,7702,214,18,1,0.0,0.0,0.0,0,2,0.0,0,0,0
1964,ROU,FEN,0,7702,481,24,8,0.029166666666666667,0.0625,0.10833333333333334,0,0,0.0,0,0,0
1964,ROU,GAR,0,7702,1484,84,14,0.04908835904628331,0.05329593267882188,0.07573632538569425,0,8,0.011220196353436185,0,0,0
1964,ROU,ROW,0,7702,378,7,7,0.20238095238095238,0.18154761904761904,0.15178571428571427,1,10,0.011904761904761904,0,0,0
1964,ROU,SHO,0,7702,312,10,6,0.05263157894736842,0.03508771929824561,0.043859649122807015,0,0,0.0,0,1,0
1964,ROU,VBV,0,7702,32,1,1,0.0,0.0,0.1,0,0,0.0,0,0,0
1964,ROU,VVO,0,7702,179,21,2,0.0,0.0,0.19607843137254902,0,1,0.0,0,0,0
1964,ROU,WLF,0,7702,149,2,7,0.027777777777777776,0.09722222222222222,0.05555555555555555,0,0,0.0,0,0,0
1964,ROU,WPO,0,7702,137,10,1,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,ROU,WRF,0,7702,152,4,8,0.014492753623188406,0.0,0.07246376811594203,0,1,0.0,0,0,0
1964,ROU,WRG,0,7702,150,8,8,0.05660377358490566,0.07547169811320754,0.12264150943396226,0,1,0.03773584905660377,0,1,2
1964,SEN,ATH,0,7702,1335,14,36,0.0,0.011111111111111112,0.0,1,0,0.26666666666666666,0,0,0
1964,SRI,ATH,0,7702,1335,2,36,0.0,0.043478260869565216,0.0,1,1,0.6956521739130435,0,0,0
1964,SRI,BOX,0,7702,237,2,9,0.0,0.0,0.0,0,0,1.0,0,0,0
1964,SRI,SHO,0,7702,312,2,6,0.0,0.0,0.0,1,0,0.23529411764705882,0,0,0
1964,SRI,WRF,0,7702,152,1,8,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,SUI,ATH,0,7702,1335,16,36,0.004866180048661801,0.014598540145985401,0.004866180048661801,0,8,0.019464720194647202,0,0,0
1964,SUI,BOX,0,7702,237,2,9,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,SUI,CRD,0,7702,264,8,2,0.022058823529411766,0.07352941176470588,0.022058823529411766,0,3,0.0,0,0,0
1964,SUI,EDR,0,7702,40,6,2,0.04225352112676056,0.23943661971830985,0.09859154929577464,0,0,0.0,1,3,0
1964,SUI,EJP,0,7702,88,6,2,0.019801980198019802,0.09900990099009901,0.0594059405940594,0,1,0.0,0,0,0
1964,SUI,FEN,0,7702,481,8,8,0.005263157894736842,0.05263157894736842,0.05789473684210526,0,0,0.0,0,0,0
1964,SUI,GAR,0,7702,1484,48,14,0.040968342644320296,0.07076350093109869,0.04283054003724395,0,10,0.0,0,0,0
1964,SUI,JUD,0,7702,72,1,4,0.02564102564102564,0.02564102564102564,0.05128205128205128,0,0,0.0,0,1,0
1964,SUI,ROW,0,7702,378,8,7,0.09565217391304348,0.11739130434782609,0.10869565217391304,0,2,0.0,0,0,1
1964,SUI,SAL,0,7702,225,7,5,0.016129032258064516,0.024193548387096774,0.016129032258064516,1,2,0.1935483870967742,0,0,0
1964,SUI,SHO,0,7702,312,10,6,0.07834101382488479,0.03686635944700461,0.0967741935483871,0,1,0.0,0,0,0
1964,SUI,SWM,0,7702,736,4,18,0.0,0.0,0.018957345971563982,0,5,0.0,0,0,0
1964,SUI,WLF,0,7702,149,1,7,0.0,0.05405405405405406,0.05405405405405406,0,0,0.0,0,0,0
1964,SUI,WRF,0,7702,152,2,8,0.058823529411764705,0.058823529411764705,0.08823529411764706,0,0,0.0,0,0,0
1964,SUI,WRG,0,7702,150,2,8,0.0,0.0,0.023809523809523808,0,0,0.0,0,0,0
1964,SWE,ATH,0,7702,1335,18,36,0.04539559014267185,0.04539559014267185,0.07522697795071336,0,5,0.0,0,0,1
1964,SWE,CRD,0,7702,264,8,2,0.08588957055214724,0.06748466257668712,0.12269938650306748,0,0,0.0,0,0,4
1964,SWE,CSP,0,7702,167,11,7,0.12299465240641712,0.10695187165775401,0.058823529411764705,0,2,0.0213903743315508,3,0,0
1964,SWE,DIV,0,7702,102,2,4,0.037037037037037035,0.05925925925925926,0.05185185185185185,0,0,0.0,0,0,0
1964,SWE,EDR,0,7702,40,6,2,0.09009009009009009,0.08108108108108109,0.11711711711711711,0,2,0.0,0,0,0
1964,SWE,FEN,0,7702,481,10,8,0.03015075376884422,0.06030150753768844,0.035175879396984924,0,0,0.0,0,0,0
1964,SWE,GAR,0,7702,1484,57,14,0.2823920265780731,0.029900332225913623,0.0033222591362126247,0,6,0.0,0,0,0
1964,SWE,MPN,0,7702,70,6,2,0.1125,0.1125,0.0875,0,0,0.0,0,0,0
1964,SWE,SAL,0,7702,225,11,5,0.0967741935483871,0.14516129032258066,0.08870967741935484,1,1,0.20967741935483872,0,3,2
1964,SWE,SHO,0,7702,312,10,6,0.07159904534606205,0.12649164677804295,0.09069212410501193,0,2,0.0,0,0,0
1964,SWE,SWM,0,7702,736,24,18,0.017857142857142856,0.04642857142857143,0.060714285714285714,0,11,0.0,0,0,0
1964,SWE,WLF,0,7702,149,3,7,0.0,0.0,0.06451612903225806,0,0,0.0,0,0,0
1964,SWE,WRF,0,7702,152,3,8,0.08791208791208792,0.10989010989010989,0.0989010989010989,0,0,0.0,0,0,0
1964,SWE,WRG,0,7702,150,6,8,0.10695187165775401,0.09090909090909091,0.11229946524064172,0,0,0.0,0,1,1
1964,TAN,ATH,0,7702,1335,4,36,0.0,0.024691358024691357,0.0,0,0,0.24691358024691357,0,0,0
1964,TCH,ATH,0,7702,1335,15,36,0.038869257950530034,0.028268551236749116,0.0176678445229682,0,2,0.028268551236749116,0,2,0
1964,TCH,BOX,0,7702,237,4,9,0.06521739130434782,0.021739130434782608,0.043478260869565216,0,0,0.0,0,0,0
1964,TCH,CRD,0,7702,264,4,2,0.0,0.0,0.05405405405405406,0,1,0.0,0,0,0
1964,TCH,CSP,0,7702,167,4,7,0.06956521739130435,0.043478260869565216,0.008695652173913044,0,3,0.0,0,0,0
1964,TCH,CTR,0,7702,187,9,5,0.02702702702702703,0.04054054054054054,0.05405405405405406,0,0,0.0,1,0,0
1964,TCH,FBL,0,7702,214,17,1,0.20270270270270271,0.21621621621621623,0.0,0,1,0.05405405405405406,0,17,0
1964,TCH,GAR,0,7702,1484,84,14,0.03015075376884422,0.06532663316582915,0.02680067001675042,0,4,0.0,3,6,0
1964,TCH,ROW,0,7702,378,20,7,0.027906976744186046,0.018604651162790697,0.15348837209302327,1,3,0.018604651162790697,0,0,11
1964,TCH,SAL,0,7702,225,1,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,TCH,SHO,0,7702,312,6,6,0.028368794326241134,0.02127659574468085,0.014184397163120567,0,4,0.0,0,0,1
1964,TCH,SWM,0,7702,736,5,18,0.0,0.0,0.0,0,5,0.0,0,0,0
1964,TCH,VBV,0,7702,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,TCH,VVO,0,7702,179,11,2,0.0,0.15714285714285714,0.14285714285714285,0,1,0.0,0,11,0
1964,TCH,WLF,0,7702,149,2,7,0.046153846153846156,0.03076923076923077,0.046153846153846156,0,0,0.0,1,0,0
1964,TCH,WRF,0,7702,152,1,8,0.0,0.034482758620689655,0.10344827586206896,0,0,0.0,0,0,0
1964,TCH,WRG,0,7702,150,3,8,0.013157894736842105,0.07894736842105263,0.05263157894736842,0,0,0.0,0,1,0
1964,THA,ATH,0,7702,1335,25,36,0.0,0.0,0.0,0,0,0.07142857142857142,0,0,0
1964,THA,BOX,0,7702,237,4,9,0.0547945205479452,0.0410958904109589,0.0958904109589041,0,1,0.0,0,0,0
1964,THA,CRD,0,7702,264,8,2,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,THA,CTR,0,7702,187,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,THA,JUD,0,7702,72,3,4,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,THA,SAL,0,7702,225,4,5,0.0,0.0,0.0,1,1,0.24242424242424243,0,0,0
1964,THA,SHO,0,7702,312,10,6,0.0,0.0,0.0,0,2,0.22988505747126436,0,0,0
1964,THA,SWM,0,7702,736,3,18,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,THA,VBV,0,7702,32,1,1,0.0,0.07692307692307693,0.15384615384615385,0,0,0.0,0,0,0
1964,THA,WLF,0,7702,149,4,7,0.13157894736842105,0.07894736842105263,0.10526315789473684,0,1,0.0,0,0,0
1964,TPE,ATH,0,7702,1335,10,36,0.0,0.010526315789473684,0.010526315789473684,0,1,0.0,0,0,0
1964,TPE,BOX,0,7702,237,6,9,0.038461538461538464,0.0,0.07692307692307693,0,1,0.0,0,0,0
1964,TPE,CRD,0,7702,264,7,2,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,TPE,CTR,0,7702,187,1,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,TPE,GAR,0,7702,1484,53,14,0.0,0.041666666666666664,0.010416666666666666,0,4,0.0,0,0,0
1964,TPE,JUD,0,7702,72,4,4,0.0,0.02,0.0,0,1,0.08,0,0,0
1964,TPE,SHO,0,7702,312,7,6,0.0,0.0,0.017543859649122806,0,2,0.0,0,0,0
1964,TPE,VBV,0,7702,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,TPE,WLF,0,7702,149,7,7,0.03225806451612903,0.03225806451612903,0.11290322580645161,0,1,0.0,0,0,0
1964,TTO,ATH,0,7702,1335,10,36,0.0379746835443038,0.0379746835443038,0.0759493670886076,0,5,0.20253164556962025,0,1,5
1964,TTO,CTR,0,7702,187,4,5,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,TTO,SAL,0,7702,225,2,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,TTO,WLF,0,7702,149,2,7,0.0,0.125,0.25,0,0,0.0,0,0,0
1964,TUN,ATH,0,7702,1335,9,36,0.015625,0.046875,0.015625,0,1,0.0,0,1,0
1964,TUN,BOX,0,7702,237,2,9,0.0,0.0,0.05263157894736842,0,0,0.21052631578947367,0,0,1
1964,TUN,JUD,0,7702,72,1,4,0.022222222222222223,0.022222222222222223,0.022222222222222223,0,0,0.0,0,0,0
1964,TUR,ATH,0,7702,1335,5,36,0.0041841004184100415,0.008368200836820083,0.012552301255230125,0,3,0.0,0,0,0
1964,TUR,SAL,0,7702,225,3,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,TUR,WLF,0,7702,149,1,7,0.11594202898550725,0.028985507246376812,0.028985507246376812,0,0,0.0,0,0,0
1964,TUR,WRF,0,7702,152,8,8,0.12244897959183673,0.08163265306122448,0.08843537414965986,0,1,0.027210884353741496,1,3,1
1964,TUR,WRG,0,7702,150,8,8,0.088,0.048,0.064,0,0,0.032,1,0,0
1964,UGA,ATH,0,7702,1335,14,36,0.032679738562091505,0.013071895424836602,0.013071895424836602,0,4,0.0,0,0,0
1964,UGA,BOX,0,7702,237,5,9,0.0,0.031746031746031744,0.015873015873015872,0,0,0.0,0,0,0
1964,URS,ATH,0,7702,1335,104,36,0.11605723370429252,0.10492845786963434,0.13672496025437203,0,11,0.006359300476947536,5,2,11
1964,URS,BKB,0,7702,189,12,1,0.323943661971831,0.34507042253521125,0.3380281690140845,0,0,0.0,0,12,0
1964,URS,BOX,0,7702,237,9,9,0.14457831325301204,0.2289156626506024,0.1927710843373494,0,1,0.0,3,4,2
1964,URS,CRD,0,7702,264,8,2,0.21666666666666667,0.0,0.1,0,1,0.0,0,0,0
1964,URS,CSP,0,7702,167,13,7,0.3888888888888889,0.15873015873015872,0.09523809523809523,0,3,0.0,7,0,1
1964,URS,CTR,0,7702,187,10,5,0.2112676056338028,0.09859154929577464,0.14084507042253522,0,0,0.0,0,2,0
1964,URS,DIV,0,7702,102,12,4,0.041666666666666664,0.041666666666666664,0.0625,0,0,0.0,0,0,1
1964,URS,EDR,0,7702,40,6,2,0.1951219512195122,0.12195121951219512,0.0975609756097561,0,1,0.0,0,0,4
1964,URS,EJP,0,7702,88,6,2,0.10810810810810811,0.02702702702702703,0.0,0,2,0.0,0,0,0
1964,URS,EVE,0,7702,96,8,2,0.08163265306122448,0.02040816326530612,0.02040816326530612,0,2,0.0,0,0,0
1964,URS,FEN,0,7702,481,32,8,0.271889400921659,0.2073732718894009,0.16129032258064516,0,6,0.0,11,5,2
1964,URS,GAR,0,7702,1484,84,14,0.2683982683982684,0.19264069264069264,0.09740259740259741,0,15,0.0,9,15,5
1964,URS,JUD,0,7702,72,4,4,0.16129032258064516,0.16129032258064516,0.41935483870967744,0,0,0.0,0,0,4
1964,URS,MPN,0,7702,70,6,2,0.3,0.225,0.125,0,1,0.0,3,1,1
1964,URS,ROW,0,7702,378,26,7,0.07903780068728522,0.2920962199312715,0.15120274914089346,0,4,0.0,3,0,0
1964,URS,SAL,0,7702,225,11,5,0.06451612903225806,0.0967741935483871,0.043010752688172046,0,1,0.08602150537634409,0,0,0
1964,URS,SHO,0,7702,312,12,6,0.1349206349206349,0.11904761904761904,0.1349206349206349,0,1,0.0,0,2,0
1964,URS,SWM,0,7702,736,42,18,0.0436046511627907,0.1308139534883721,0.16569767441860464,0,14,0.0,1,1,6
1964,URS,VBV,0,7702,32,1,1,0.2222222222222222,0.0,0.2222222222222222,0,0,0.0,0,0,0
1964,URS,VVO,0,7702,179,23,2,0.5877862595419847,0.3435114503816794,0.0916030534351145,0,2,0.0,11,12,0
1964,URS,WLF,0,7702,149,7,7,0.5571428571428572,0.2857142857142857,0.02857142857142857,0,0,0.0,4,3,0
1964,URS,WPO,0,7702,137,11,1,0.22448979591836735,0.22448979591836735,0.336734693877551,0,0,0.0,0,0,11
1964,URS,WRF,0,7702,152,8,8,0.358974358974359,0.19230769230769232,0.16666666666666666,0,1,0.0,2,1,2
1964,URS,WRG,0,7702,150,8,8,0.43037974683544306,0.20253164556962025,0.12658227848101267,0,0,0.0,1,3,1
1964,URU,BKB,0,7702,189,12,1,0.0,0.0,0.3142857142857143,0,2,0.0,0,0,0
1964,URU,CRD,0,7702,264,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,URU,CTR,0,7702,187,6,5,0.0,0.02564102564102564,0.0,0,0,0.0,0,0,0
1964,URU,ROW,0,7702,378,2,7,0.0,0.022222222222222223,0.1111111111111111,0,0,0.0,0,0,0
1964,URU,VBV,0,7702,32,1,1,0.0,0.0,0.25,0,0,0.0,0,0,1
1964,USA,ATH,0,7702,1335,99,36,0.18731117824773413,0.11513930849278281,0.07989258140315542,0,34,0.0,20,10,3
1964,USA,BKB,0,7702,189,12,1,0.822289156626506,0.06927710843373494,0.10843373493975904,0,0,0.0,12,0,0
1964,USA,BOX,0,7702,237,9,9,0.19421487603305784,0.08677685950413223,0.16115702479338842,0,3,0.03333333333333333,1,0,3
1964,USA,CRD,0,7702,264,8,2,0.044715447154471545,0.016260162601626018,0.06504065040650407,0,3,0.0,0,0,0
1964,USA,CSP,0,7702,167,13,7,0.030042918454935622,0.02575107296137339,0.017167381974248927,0,2,0.0,0,2,1
1964,USA,CTR,0,7702,187,10,5,0.03968253968253968,0.09523809523809523,0.05952380952380952,0,0,0.0,0,0,0
1964,USA,DIV,0,7702,102,12,4,0.16433566433566432,0.18181818181818182,0.16783216783216784,0,4,0.0,3,2,3
1964,USA,EDR,0,7702,40,6,2,0.0,0.049586776859504134,0.2066115702479339,0,3,0.0,0,0,0
1964,USA,EJP,0,7702,88,6,2,0.09333333333333334,0.20666666666666667,0.04,0,3,0.0,0,0,0
1964,USA,EVE,0,7702,96,8,2,0.09467455621301775,0.13609467455621302,0.11834319526627218,0,2,0.0,0,4,0
1964,USA,FEN,0,7702,481,31,8,0.014598540145985401,0.026277372262773723,0.07445255474452554,0,0,0.0,0,0,0
1964,USA,GAR,0,7702,1484,84,14,0.04558244231851435,0.04276871131119865,0.04783342712436691,0,27,0.009044657998869417,0,0,0
1964,USA,JUD,0,7702,72,4,4,0.01694915254237288,0.03389830508474576,0.0847457627118644,0,0,0.0,0,0,1
1964,USA,MPN,0,7702,70,6,2,0.0,0.13333333333333333,0.05555555555555555,0,1,0.0,0,3,0
1964,USA,ROW,0,7702,378,27,7,0.20984759671746775,0.11371629542790153,0.11371629542790153,0,2,0.05188679245283019,12,2,5
1964,USA,SAL,0,7702,225,11,5,0.1684981684981685,0.1575091575091575,0.12087912087912088,0,0,0.014705882352941176,0,3,8
1964,USA,SHO,0,7702,312,12,6,0.19476268412438624,0.06710310965630115,0.06873977086743044,0,3,0.0,2,2,3
1964,USA,SWM,0,7702,736,76,18,0.408354114713217,0.18703241895261846,0.11970074812967581,0,12,0.0,45,8,8
1964,USA,VBV,0,7702,32,1,1,0.16417910447761194,0.14925373134328357,0.07462686567164178,1,2,0.05970149253731343,0,0,0
1964,USA,VVO,0,7702,179,24,2,0.1394422310756972,0.14342629482071714,0.17928286852589642,0,1,0.064,0,0,0
1964,USA,WLF,0,7702,149,7,7,0.1069182389937107,0.1069182389937107,0.07547169811320754,0,2,0.0,0,1,1
1964,USA,WPO,0,7702,137,10,1,0.08881578947368421,0.23026315789473684,0.14144736842105263,0,2,0.0,0,0,0
1964,USA,WRF,0,7702,152,8,8,0.19852941176470587,0.14705882352941177,0.12867647058823528,0,0,0.0,0,0,1
1964,USA,WRG,0,7702,150,8,8,0.02142857142857143,0.04285714285714286,0.04285714285714286,0,0,0.0,0,0,0
1964,VEN,ATH,0,7702,1335,11,36,0.008620689655172414,0.008620689655172414,0.008620689655172414,0,2,0.034482758620689655,0,0,0
1964,VEN,JUD,0,7702,72,1,4,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,VEN,SAL,0,7702,225,3,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,VEN,SHO,0,7702,312,4,6,0.0,0.0,0.017241379310344827,0,1,0.0,0,0,0
1964,VEN,SWM,0,7702,736,4,18,0.0,0.0,0.0070921985815602835,0,2,0.028368794326241134,0,0,0
1964,VNM,ATH,0,7702,1335,3,36,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,VNM,CRD,0,7702,264,8,2,0.0,0.0,0.0,1,0,0.26666666666666666,0,0,0
1964,VNM,CTR,0,7702,187,3,5,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,VNM,FEN,0,7702,481,3,8,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,VNM,JUD,0,7702,72,3,4,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,VNM,SWM,0,7702,736,3,18,0.0,0.0,0.0,0,1,0.0,0,0,0
1964,YUG,ATH,0,7702,1335,12,36,0.0,0.011494252873563218,0.0,0,2,0.0,0,0,0
1964,YUG,BKB,0,7702,189,12,1,0.08849557522123894,0.34513274336283184,0.18584070796460178,0,2,0.0,0,0,0
1964,YUG,CSP,0,7702,167,4,7,0.08108108108108109,0.08108108108108109,0.02702702702702703,0,0,0.0,0,0,0
1964,YUG,FBL,0,7702,214,16,1,0.11594202898550725,0.2608695652173913,0.10869565217391304,0,1,0.0,0,0,0
1964,YUG,GAR,0,7702,1484,48,14,0.010080645161290322,0.004032258064516129,0.020161290322580645,0,2,0.0,1,0,1
1964,YUG,ROW,0,7702,378,12,7,0.032520325203252036,0.016260162601626018,0.056910569105691054,0,0,0.0,0,0,0
1964,YUG,SWM,0,7702,736,4,18,0.011627906976744186,0.011627906976744186,0.0,0,3,0.0,0,0,0
1964,YUG,WPO,0,7702,137,11,1,0.3017241379310345,0.3103448275862069,0.0,0,0,0.0,0,11,0
1964,YUG,WRG,0,7702,150,4,8,0.04918032786885246,0.08196721311475409,0.06557377049180328,0,0,0.0,1,0,1
1964,ZAM,ATH,0,7702,1335,6,36,0.0,0.014492753623188406,0.014492753623188406,0,0,0.057971014492753624,0,0,0
1964,ZAM,BOX,0,7702,237,1,9,0.0,0.0,0.02127659574468085,0,1,0.0,0,0,0
1964,ZAM,FEN,0,7702,481,1,8,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZAM,SWM,0,7702,736,4,18,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZAM,VBV,0,7702,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZAM,WRF,0,7702,152,2,8,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZIM,ATH,0,7702,1335,4,36,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZIM,BOX,0,7702,237,1,9,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZIM,DIV,0,7702,102,5,4,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZIM,HOC,0,7702,226,15,1,0.5,0.0,0.0,0,2,0.0,0,0,0
1964,ZIM,SAL,0,7702,225,3,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZIM,SHO,0,7702,312,2,6,0.0,0.0,0.0,0,0,0.0,0,0,0
1964,ZIM,SWM,0,7702,736,3,18,0.03125,0.0625,0.015625,0,0,0.0,0,0,0
1968,AFG,WRF,0,8588,164,5,8,0.0,0.0,0.0,0,0,0.5217391304347826,0,0,0
1968,AHO,FEN,0,8588,490,3,8,0.0,0.0,0.0,1,1,4.0,0,0,0
1968,AHO,WLF,0,8588,160,2,7,0.0,0.0,0.0,1,0,3.0,0,0,0
1968,ALG,BOX,0,8588,268,2,10,0.03125,0.0,0.078125,0,1,0.0625,0,0,0
1968,ALG,GAR,0,8588,1496,7,14,0.07142857142857142,0.0,0.0,0,2,0.2857142857142857,0,0,0
1968,ARG,ATH,0,8588,1345,9,36,0.009345794392523364,0.014018691588785047,0.0,0,0,0.056074766355140186,0,0,0
1968,ARG,BOX,0,8588,268,6,10,0.061946902654867256,0.061946902654867256,0.07964601769911504,0,0,0.0,0,0,1
1968,ARG,CRD,0,8588,264,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1968,ARG,CTR,0,8588,219,8,5,0.022727272727272728,0.0,0.0,0,0,0.0,0,0,0
1968,ARG,EJP,0,8588,86,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1968,ARG,EVE,0,8588,97,8,2,0.0,0.023809523809523808,0.0,0,0,0.0,0,0,0
1968,ARG,FEN,0,8588,490,22,8,0.0,0.0,0.02564102564102564,0,0,0.06153846153846154,0,0,0
1968,ARG,HOC,0,8588,253,18,1,0.06882591093117409,0.11336032388663968,0.11740890688259109,0,4,0.0,0,0,0
1968,ARG,ROW,0,8588,358,9,7,0.011111111111111112,0.005555555555555556,0.016666666666666666,0,1,0.0,0,0,1
